date,material,source,name,spec,price,unit,region,qty,source_url
2025-12-26,HDPE,rawmex,HDPE,DMDA-8008H,8800.0,元/吨,"浙江省
  				                    				                    				                    				                  >    				                  宁波市",100吨,https://www.rawmex.cn/sell-6187724.html
2025-12-26,HDPE,rawmex,HDPE,8008H注塑级,8900.0,元/吨,"浙江省
  				                    				                    				                    				                  >    				                  宁波市",115吨,https://www.rawmex.cn/sell-6187552.html
2025-12-26,HDPE,rawmex,HDPE,HDPE HD62N07,8600.0,元/吨,"浙江省
  				                    				                    				                    				                  >    				                  宁波市",32吨,https://www.rawmex.cn/sell-6187519.html
2025-12-26,HDPE,rawmex,HDPE,牌号：8001 用途级别：管材级,8800.0,元/吨,"浙江省
  				                    				                    				                    				                  >    				                  宁波市",50吨,https://www.rawmex.cn/sell-6187508.html
2025-12-22,HDPE,rawmex,HDPE,牌号：8001 用途级别：管材级,8800.0,元/吨,"浙江省
  				                    				                    				                    				                  >    				                  宁波市",50吨,https://www.rawmex.cn/sell-6072609.html
2025-12-22,HDPE,rawmex,HDPE,牌号：8001 用途级别：管材级,8800.0,元/吨,"浙江省
  				                    				                    				                    				                  >    				                  宁波市",50吨,https://www.rawmex.cn/sell-6072615.html
2025-12-22,HDPE,rawmex,HDPE,牌号：8001 用途级别：管材级,8800.0,元/吨,"浙江省
  				                    				                    				                    				                  >    				                  宁波市",50吨,https://www.rawmex.cn/sell-6072587.html
2025-12-22,HDPE,rawmex,HDPE,牌号：8001 用途级别：管材级,8800.0,元/吨,"浙江省
  				                    				                    				                    				                  >    				                  宁波市",50吨,https://www.rawmex.cn/sell-6072595.html
2025-12-22,HDPE,rawmex,HDPE,牌号：8001 用途级别：管材级,8800.0,元/吨,"浙江省
  				                    				                    				                    				                  >    				                  宁波市",50吨,https://www.rawmex.cn/sell-6072569.html
2025-12-22,HDPE,rawmex,HDPE,牌号：8001 用途级别：管材级,8800.0,元/吨,"浙江省
  				                    				                    				                    				                  >    				                  宁波市",50吨,https://www.rawmex.cn/sell-6072575.html
2025-12-22,HDPE,rawmex,HDPE,HDPE HD62N07,8600.0,元/吨,"浙江省
  				                    				                    				                    				                  >    				                  宁波市",32吨,https://www.rawmex.cn/sell-6072546.html
2025-12-22,HDPE,rawmex,HDPE,HDPE HD62N07,8600.0,元/吨,"浙江省
  				                    				                    				                    				                  >    				                  宁波市",32吨,https://www.rawmex.cn/sell-6072524.html
2025-12-22,HDPE,rawmex,HDPE,HDPE HD62N07,8600.0,元/吨,"浙江省
  				                    				                    				                    				                  >    				                  宁波市",32吨,https://www.rawmex.cn/sell-6072538.html
2025-12-22,HDPE,rawmex,HDPE,HDPE HD62N07,8600.0,元/吨,"浙江省
  				                    				                    				                    				                  >    				                  宁波市",32吨,https://www.rawmex.cn/sell-6072505.html
2025-12-22,HDPE,rawmex,HDPE,HDPE HD62N07,8600.0,元/吨,"浙江省
  				                    				                    				                    				                  >    				                  宁波市",32吨,https://www.rawmex.cn/sell-6072517.html
2025-12-22,HDPE,rawmex,HDPE,HDPE HD62N07,8600.0,元/吨,"浙江省
  				                    				                    				                    				                  >    				                  宁波市",32吨,https://www.rawmex.cn/sell-6072501.html
2026-09-04,PVC,rawmex,PVC,SG-5 优等品 中泰,4850.0,元/吨,"江苏省
  				                    				                    				                    				                  >    				                  常州市",100吨,https://www.rawmex.cn/sell-9732830.html
2026-09-04,PVC,rawmex,PVC,SG-5 优等品 中泰,4850.0,元/吨,"江苏省
  				                    				                    				                    				                  >    				                  常州市",100吨,https://www.rawmex.cn/sell-9732811.html
2026-09-04,PVC,rawmex,PVC,SG-5 优等品 中泰,4850.0,元/吨,"江苏省
  				                    				                    				                    				                  >    				                  常州市",100吨,https://www.rawmex.cn/sell-9732810.html
2026-09-04,PVC,rawmex,PVC,SG-5 优等品 鲁泰,4750.0,元/吨,"山东省
  				                    				                    				                    				                  >    				                  济宁市",100吨,https://www.rawmex.cn/sell-9732696.html
2026-09-04,PVC,rawmex,PVC,SG-5 优等品 鲁泰,4750.0,元/吨,"山东省
  				                    				                    				                    				                  >    				                  济宁市",100吨,https://www.rawmex.cn/sell-9732692.html
2026-09-04,PVC,rawmex,PVC,SG-5 优等品 鲁泰,4750.0,元/吨,"山东省
  				                    				                    				                    				                  >    				                  济宁市",100吨,https://www.rawmex.cn/sell-9732685.html
2026-09-04,PVC,rawmex,PVC,SG-5 优等品 鲁泰,4750.0,元/吨,"山东省
  				                    				                    				                    				                  >    				                  济宁市",100吨,https://www.rawmex.cn/sell-9732679.html
2026-09-04,PVC,rawmex,PVC,SG-5 优等品 鲁泰,4750.0,元/吨,"山东省
  				                    				                    				                    				                  >    				                  济宁市",100吨,https://www.rawmex.cn/sell-9732677.html
2026-09-04,PVC,rawmex,PVC,SG-5 优等品 信发,4700.0,元/吨,"山东省
  				                    				                    				                    				                  >    				                  聊城市",100吨,https://www.rawmex.cn/sell-9732629.html
2026-09-04,PVC,rawmex,PVC,SG-5 优等品 信发,4700.0,元/吨,"山东省
  				                    				                    				                    				                  >    				                  聊城市",100吨,https://www.rawmex.cn/sell-9732616.html
2026-09-04,PVC,rawmex,PVC,SG-5 优等品 信发,4700.0,元/吨,"山东省
  				                    				                    				                    				                  >    				                  聊城市",100吨,https://www.rawmex.cn/sell-9732602.html
2026-09-04,PVC,rawmex,PVC,SG-5 优等品 信发,4700.0,元/吨,"山东省
  				                    				                    				                    				                  >    				                  聊城市",100吨,https://www.rawmex.cn/sell-9732588.html
2026-09-04,PVC,rawmex,PVC,SG-5 优等品 信发,4700.0,元/吨,"山东省
  				                    				                    				                    				                  >    				                  聊城市",100吨,https://www.rawmex.cn/sell-9732578.html
2026-09-03,PVC,rawmex,PVC,SG-5 优等品 中泰,4850.0,元/吨,"江苏省
  				                    				                    				                    				                  >    				                  常州市",100吨,https://www.rawmex.cn/sell-9703574.html
2026-09-03,PVC,rawmex,PVC,SG-5 优等品 中泰,4850.0,元/吨,"江苏省
  				                    				                    				                    				                  >    				                  常州市",100吨,https://www.rawmex.cn/sell-9703573.html
2026-09-03,PVC,rawmex,PVC,SG-5 优等品 中泰,4850.0,元/吨,"江苏省
  				                    				                    				                    				                  >    				                  常州市",100吨,https://www.rawmex.cn/sell-9703564.html
2026-09-03,PVC,rawmex,PVC,SG-5 优等品 鲁泰,4750.0,元/吨,"山东省
  				                    				                    				                    				                  >    				                  济宁市",100吨,https://www.rawmex.cn/sell-9702273.html
2026-09-03,PVC,rawmex,PVC,SG-5 优等品 鲁泰,4750.0,元/吨,"山东省
  				                    				                    				                    				                  >    				                  济宁市",100吨,https://www.rawmex.cn/sell-9702271.html
2026-09-03,PVC,rawmex,PVC,SG-5 优等品 鲁泰,4750.0,元/吨,"山东省
  				                    				                    				                    				                  >    				                  济宁市",100吨,https://www.rawmex.cn/sell-9702269.html
2026-09-03,PVC,rawmex,PVC,SG-5 优等品 鲁泰,4750.0,元/吨,"山东省
  				                    				                    				                    				                  >    				                  济宁市",100吨,https://www.rawmex.cn/sell-9702268.html
2026-09-03,LDPE,rawmex,LDPE,Q281,12500.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9706582.html
2026-09-03,LDPE,rawmex,LDPE,Q281,12500.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9706356.html
2026-09-03,LDPE,rawmex,LDPE,Q281,12500.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9706170.html
2026-09-03,LDPE,rawmex,LDPE,Q281,12500.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9706138.html
2026-09-03,LDPE,rawmex,LDPE,Q281,12500.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9705989.html
2026-09-02,LDPE,rawmex,LDPE,Q281,11900.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9669383.html
2026-09-02,LDPE,rawmex,LDPE,Q281,11900.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9669304.html
2026-09-01,LDPE,rawmex,LDPE,Q281,11700.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9645558.html
2026-09-01,LDPE,rawmex,LDPE,Q281,11700.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9645555.html
2026-08-31,LDPE,rawmex,LDPE,Q281,11400.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9619999.html
2026-08-28,LDPE,rawmex,LDPE,Q281,11400.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9588262.html
2026-08-27,LDPE,rawmex,LDPE,Q281,11000.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9567727.html
2026-08-27,LDPE,rawmex,LDPE,Q281,11000.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9567729.html
2026-08-27,LDPE,rawmex,LDPE,Q281,11000.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9567734.html
2026-08-25,LDPE,rawmex,LDPE,Q281,11000.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9525043.html
2026-08-24,LDPE,rawmex,LDPE,Q281,11000.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9503836.html
2026-08-19,LDPE,rawmex,LDPE,Q281,11000.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9415865.html
2026-08-19,LDPE,rawmex,LDPE,Q281,11000.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9415720.html
2026-08-19,LDPE,rawmex,LDPE,Q281,11000.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9415731.html
2026-08-19,LDPE,rawmex,LDPE,Q281,11000.0,元/吨,"上海
  				                    				                    				                    				                  >    				                  上海市",20吨,https://www.rawmex.cn/sell-9415710.html
